name,slug,category,province,regency,district,village,address,latitude,longitude,price_min,price_max,is_free,opening_time,closing_time,is_open_24h,days_open,facilities,images,rating,review_count,popularity,visitor_count,safety,cleanliness,beauty,road_access,crowd_level,hidden_gem_score,phone,is_trending,is_featured,_real
Museum Kailasa,museum-kailasa,budaya,Jawa Tengah,Wonosobo,Kecamatan Kencana,Kelurahan Lebak,"Museum Kailasa, Kabupaten Wonosobo, Provinsi Jawa Tengah, Indonesia",-7.208222,109.905368,47557.1,,False,08:00,17:00,False,mon|sat|sun|thu|tue|wed,keluarga|mushola|papan_informasi|parkir|souvenir,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Dieng%20Kailasa.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=945175679|https://loremflickr.com/800/600/temple,indonesia?lock=945175686|https://loremflickr.com/800/600/temple,indonesia?lock=945175692",5.0,14,3,9977,3.79,4.88,3.67,3.31,3.2,78.32,08311853425,False,False,
Museum Dewantara Kirti Griya,museum-dewantara-kirti-griya,budaya,Jawa Tengah,Boyolali,Kecamatan Medang,Kelurahan Cibodas,"Museum Dewantara Kirti Griya, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.80506,110.37819,4192.74,7272.41,False,07:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|parkir|souvenir,"https://commons.wikimedia.org/wiki/Special:FilePath/Pendapa%20tamansiswa.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=3334433061|https://loremflickr.com/800/600/temple,indonesia?lock=3334433068|https://loremflickr.com/800/600/temple,indonesia?lock=3334433074",5.0,314,75,184126,4.32,4.28,4.23,4.13,2.72,74.09,08288727692,False,False,
Museum Pusaka,museum-pusaka,budaya,DKI Jakarta,Jakarta Timur,Kecamatan Beringin,Kelurahan Mekar Sari,"Museum Pusaka, Kota Administrasi Jakarta Timur, Provinsi DKI Jakarta, Indonesia",-6.305214,106.89589,11502.18,19790.98,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|souvenir,"https://loremflickr.com/800/600/temple,indonesia?lock=1137685909|https://loremflickr.com/800/600/temple,indonesia?lock=1137685916|https://loremflickr.com/800/600/temple,indonesia?lock=1137685922|https://loremflickr.com/800/600/temple,indonesia?lock=1137685938",5.0,199,35,61202,3.94,4.88,4.5,3.77,2.9,72.18,08526441315,False,False,
Museum Pusaka Nias,museum-pusaka-nias,budaya,Sumatera Utara,Kota Sibolga,Kecamatan Wonosari,Kampung Sumber Mukti,"Museum Pusaka Nias, Kota Sibolga, Provinsi Sumatera Utara, Indonesia",1.298416,97.608737,0,,True,07:00,18:00,False,fri|mon|sat|sun|tue|wed,papan_informasi|parkir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Objects%20of%20the%20Nias%20Heritage%20Museum%2C%20Gunungsitoli%20City%3B%20September%202024%20%2805%29.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2760625444|https://loremflickr.com/800/600/temple,indonesia?lock=2760625451|https://loremflickr.com/800/600/temple,indonesia?lock=2760625457",5.0,183,40,59881,4.82,4.95,3.62,3.81,2.85,72.56,08748159234,False,True,
"Museum Pusat TNI AD ""Dharma Wiratama""","museum-pusat-tni-ad-""dharma-wiratama""",budaya,Jawa Tengah,Boyolali,Kecamatan Pangalengan,Kelurahan Lebak,"Museum Pusat TNI AD ""Dharma Wiratama"", Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.78262,110.37537,3018.26,,False,08:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,parkir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Dharma%20Wiratama%20Museum%2004.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2941615207|https://loremflickr.com/800/600/temple,indonesia?lock=2941615214|https://loremflickr.com/800/600/temple,indonesia?lock=2941615220",5.0,76,29,38214,3.81,4.06,3.56,4.1,4.54,66.2,08316672372,False,True,
Museum Radya Pustaka,museum-radya-pustaka,budaya,Jawa Tengah,Kota Surakarta,Kecamatan Babakan,Kelurahan Mekar Sari,"Museum Radya Pustaka, Kota Surakarta, Provinsi Jawa Tengah, Indonesia",-7.568031,110.8145,4315.28,4570.89,False,08:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|papan_informasi|parkir|tiket,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Radyapustaka-Surakarta01.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2811494754|https://loremflickr.com/800/600/temple,indonesia?lock=2811494761|https://loremflickr.com/800/600/temple,indonesia?lock=2811494767",5.0,53,16,17573,3.45,3.12,4.06,3.02,3.57,71.5,08816442067,False,False,
Museum Sandi,museum-sandi,budaya,Jawa Tengah,Boyolali,Kecamatan Wonosari,Desa Tegal Rejo,"Museum Sandi, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.78432,110.37122,49265.11,,False,08:00,18:00,False,fri|mon|sat|sun|thu|tue,mushola|papan_informasi|parkir|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Sandi.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=3060437117|https://loremflickr.com/800/600/temple,indonesia?lock=3060437124|https://loremflickr.com/800/600/temple,indonesia?lock=3060437130",5.0,447,85,131625,4.6,3.03,3.7,4.15,3.99,53.22,08334545204,False,False,
Museum Satwa,museum-satwa,budaya,Jawa Timur,Batu,Kecamatan Babakan,Kampung Karang Sari,"Museum Satwa, Kabupaten Batu, Provinsi Jawa Timur, Indonesia",-7.888734,112.529557,0,,True,08:00,19:00,False,fri|mon|sat|sun|tue|wed,mushola|papan_informasi|souvenir|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Satwa%20Jatim%20Park%202%202017-09-18.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=3371138939|https://loremflickr.com/800/600/temple,indonesia?lock=3371138946|https://loremflickr.com/800/600/temple,indonesia?lock=3371138952",5.0,53,26,19488,4.57,4.94,4.63,4.03,3.58,75.65,08449519762,False,True,
Museum Siwa Lima,museum-siwa-lima,budaya,Maluku,Kota Ambon,Kecamatan Beringin,Kampung Mekar Sari,"Museum Siwa Lima, Kota Ambon, Provinsi Maluku, Indonesia",-3.7135,128.15309,15415.7,16703.89,False,06:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Siwalima%202026%2001.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=4162837403|https://loremflickr.com/800/600/temple,indonesia?lock=4162837410|https://loremflickr.com/800/600/temple,indonesia?lock=4162837416",5.0,168,53,106805,3.72,3.53,4.72,4.04,2.56,70.49,08619782849,False,False,
Museum Sulawesi Tengah,museum-sulawesi-tengah,budaya,Sulawesi Tengah,Kota Palu,Kecamatan Cikole,Kelurahan Karang Sari,"Museum Sulawesi Tengah, Kota Palu, Provinsi Sulawesi Tengah, Indonesia",-0.90241,119.85387,0,,True,07:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|papan_informasi|souvenir|wc,"https://loremflickr.com/800/600/temple,indonesia?lock=2766599795|https://loremflickr.com/800/600/temple,indonesia?lock=2766599802|https://loremflickr.com/800/600/temple,indonesia?lock=2766599808|https://loremflickr.com/800/600/temple,indonesia?lock=2766599824",5.0,141,24,90467,3.47,3.02,3.9,3.46,3.51,66.27,08644455703,False,False,
"Museum Batak, Balige","museum-batak,-balige",budaya,Sumatera Utara,Toba,Kecamatan Cibiru,Kampung Karang Sari,"Museum Batak, Balige, Kabupaten Toba, Provinsi Sumatera Utara, Indonesia",2.33344,99.04837,0,,True,07:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,anak|mushola|papan_informasi|souvenir|tiket,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Batak%2C%20Balige.png?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2786063108|https://loremflickr.com/800/600/temple,indonesia?lock=2786063115|https://loremflickr.com/800/600/temple,indonesia?lock=2786063121",5.0,407,78,363537,4.97,3.23,3.99,2.97,2.67,69.39,08959781793,False,True,
Museum Sumatera Utara,museum-sumatera-utara,budaya,Sumatera Utara,Kota Medan,Kecamatan Medang,Desa Cijeruk,"Museum Sumatera Utara, Kota Medan, Provinsi Sumatera Utara, Indonesia",3.568139,98.696306,23370.77,29228.7,False,07:00,22:00,False,fri|mon|sat|sun|tue|wed,papan_informasi|souvenir|tiket,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Negeri%20Sumatera%20Utara%20Medan.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=1587769310|https://loremflickr.com/800/600/temple,indonesia?lock=1587769317|https://loremflickr.com/800/600/temple,indonesia?lock=1587769323",5.0,5,2,3824,3.54,3.11,4.52,3.64,4.43,68.33,08721146783,False,False,
Museum Transportasi,museum-transportasi,budaya,DKI Jakarta,Jakarta Timur,Kecamatan Pondok,Kampung Rancabango,"Museum Transportasi, Kota Administrasi Jakarta Timur, Provinsi DKI Jakarta, Indonesia",-6.30466,106.89891,15479.5,,False,07:00,17:00,False,sat|sun,keluarga|mushola|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Transportasi%20TMII%20-%20panoramio.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=655362775|https://loremflickr.com/800/600/temple,indonesia?lock=655362782|https://loremflickr.com/800/600/temple,indonesia?lock=655362788",5.0,116,32,35785,4.57,3.9,3.56,2.86,3.79,69.12,08778342958,False,False,
Museum Tembi,museum-tembi,budaya,Jawa Tengah,Boyolali,Kecamatan Karanganyar,Kampung Wonokerto,"Museum Tembi, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.869894,110.356153,8619.47,10006.38,False,08:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Alat%20Musik%20Museum%20Tembi.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=3744776933|https://loremflickr.com/800/600/temple,indonesia?lock=3744776940|https://loremflickr.com/800/600/temple,indonesia?lock=3744776946",5.0,43,10,9188,3.61,4.47,4.72,2.98,4.57,72.32,08465967363,False,False,
Museum Tri Daya Eka Dharma,museum-tri-daya-eka-dharma,budaya,Sumatera Barat,Kota Bukittinggi,Kecamatan Kedawung,Desa Cikalong,"Museum Tri Daya Eka Dharma, Kota Bukittinggi, Provinsi Sumatera Barat, Indonesia",-0.307139,100.366139,894.76,1281.2,False,06:00,18:00,False,fri|mon|sat|sun|thu|wed,mushola|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Tri%20Daya%20Eka%20Dharma%20Museum.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=3240836835|https://loremflickr.com/800/600/temple,indonesia?lock=3240836842|https://loremflickr.com/800/600/temple,indonesia?lock=3240836848",5.0,55,10,45300,3.57,3.65,4.55,3.42,2.64,79.75,08361079967,False,False,
Museum Wayang Indonesia,museum-wayang-indonesia,budaya,Jawa Tengah,Wonogiri,Kecamatan Cikole,Desa Lebak,"Museum Wayang Indonesia, Kabupaten Wonogiri, Provinsi Jawa Tengah, Indonesia",-7.907222,110.865278,0,,True,06:00,18:00,False,fri|mon|sat|thu|tue|wed,mushola|papan_informasi|parkir|souvenir|tiket|wc,"https://loremflickr.com/800/600/temple,indonesia?lock=2059841724|https://loremflickr.com/800/600/temple,indonesia?lock=2059841731|https://loremflickr.com/800/600/temple,indonesia?lock=2059841737|https://loremflickr.com/800/600/temple,indonesia?lock=2059841753",5.0,5,1,1681,4.1,3.8,3.74,2.84,2.82,81.04,08803797632,False,False,
Museum Wayang Kekayon,museum-wayang-kekayon,budaya,Jawa Tengah,Boyolali,Kecamatan Pondok,Kampung Cihideung,"Museum Wayang Kekayon, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.815378,110.413105,2269.86,,False,07:00,18:00,False,fri|mon|sat|thu|tue|wed,mushola|papan_informasi|parkir|souvenir,"https://commons.wikimedia.org/wiki/Special:FilePath/Wayang%20Klithik%20Museum%20Wayang%20Kekayon.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=744093827|https://loremflickr.com/800/600/temple,indonesia?lock=744093834|https://loremflickr.com/800/600/temple,indonesia?lock=744093840",5.0,208,35,104039,4.88,3.6,4.39,2.88,2.94,78.7,08309020788,False,False,
Museum Wayang Sendang Mas,museum-wayang-sendang-mas,budaya,Jawa Tengah,Cilacap,Kecamatan Kencana,Desa Rancabango,"Museum Wayang Sendang Mas, Kabupaten Cilacap, Provinsi Jawa Tengah, Indonesia",-7.51459,109.29422,17161.81,17598.99,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|parkir|wc,"https://loremflickr.com/800/600/temple,indonesia?lock=526136951|https://loremflickr.com/800/600/temple,indonesia?lock=526136958|https://loremflickr.com/800/600/temple,indonesia?lock=526136964|https://loremflickr.com/800/600/temple,indonesia?lock=526136980",5.0,609,117,186400,4.84,4.27,4.64,4.48,4.77,55.06,08928627280,False,False,
Pusat Peragaan Ilmu Pengetahuan dan Teknologi,pusat-peragaan-ilmu-pengetahuan-dan-teknologi,budaya,DKI Jakarta,Jakarta Timur,Kecamatan Sumberrejo,Kampung Cibodas,"Pusat Peragaan Ilmu Pengetahuan dan Teknologi, Kota Administrasi Jakarta Timur, Provinsi DKI Jakarta, Indonesia",-6.302218,106.903573,15858.99,20076.16,False,06:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|papan_informasi|parkir|souvenir|wc,"https://loremflickr.com/800/600/temple,indonesia?lock=2181083528|https://loremflickr.com/800/600/temple,indonesia?lock=2181083535|https://loremflickr.com/800/600/temple,indonesia?lock=2181083541|https://loremflickr.com/800/600/temple,indonesia?lock=2181083557",5.0,101,18,84479,4.91,3.71,4.47,3.26,4.4,71.58,08301736794,False,False,
Museum Kereta Api Bondowoso,museum-kereta-api-bondowoso,budaya,Jawa Timur,Situbondo,Kecamatan Beringin,Kelurahan Tegal Rejo,"Museum Kereta Api Bondowoso, Kabupaten Situbondo, Provinsi Jawa Timur, Indonesia",-7.91695,113.82948,22493.64,,False,06:00,17:00,False,fri|mon|sat|sun|thu|tue,mushola|papan_informasi|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Stasiun%20Bondowoso%202019.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=171519413|https://loremflickr.com/800/600/temple,indonesia?lock=171519420|https://loremflickr.com/800/600/temple,indonesia?lock=171519426",5.0,18,4,4741,4.6,3.71,3.7,3.58,4.7,65.55,08648605062,False,True,
Taman purbakala Pugung Raharjo,taman-purbakala-pugung-raharjo,budaya,Lampung,Kota Metro,Kecamatan Kedawung,Kampung Lebak,"Taman purbakala Pugung Raharjo, Kota Metro, Provinsi Lampung, Indonesia",-5.282043,105.561018,44809.68,53235.41,False,06:00,19:00,False,fri|mon|sat|thu|tue|wed,mushola|parkir|souvenir,"https://commons.wikimedia.org/wiki/Special:FilePath/Pugung%20Raharjo%20Pyramid%202.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=195772701|https://loremflickr.com/800/600/temple,indonesia?lock=195772708|https://loremflickr.com/800/600/temple,indonesia?lock=195772714",5.0,173,30,92381,4.13,3.08,4.4,4.08,4.48,63.51,08134287880,False,False,
Museum Pusat TNI AU Dirgantara Mandala,museum-pusat-tni-au-dirgantara-mandala,budaya,Jawa Tengah,Boyolali,Kecamatan Cikole,Kampung Cipedes,"Museum Pusat TNI AU Dirgantara Mandala, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.790362,110.417379,0,,True,08:00,19:00,False,fri|mon|sat|sun|tue|wed,mushola|papan_informasi|parkir|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Ruang%20Pamer%20Museum%20Pusat%20TNI%20AU%20Dirgantara%20Mandala.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=324017943|https://loremflickr.com/800/600/temple,indonesia?lock=324017950|https://loremflickr.com/800/600/temple,indonesia?lock=324017956",5.0,104,34,51743,4.71,3.02,3.57,4.18,3.77,68.96,08774947444,False,False,
Museum Sasmitaloka Panglima Besar Jenderal Sudirman,museum-sasmitaloka-panglima-besar-jenderal-sudirman,budaya,Jawa Tengah,Boyolali,Kecamatan Tamansari,Kelurahan Sumber Mukti,"Museum Sasmitaloka Panglima Besar Jenderal Sudirman, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.802427,110.375489,2015.53,2640.35,False,06:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,anak|papan_informasi|parkir|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Sasmitaloka%20Panglima%20Besar%20Jenderal%20Soedirman.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=1534419342|https://loremflickr.com/800/600/temple,indonesia?lock=1534419349|https://loremflickr.com/800/600/temple,indonesia?lock=1534419355",5.0,29,8,9323,3.08,3.36,4.01,4.25,2.74,76.42,08673940815,False,False,
Museum Tani Jawa Indonesia,museum-tani-jawa-indonesia,budaya,Jawa Tengah,Boyolali,Kecamatan Wonosari,Kelurahan Sumber Mukti,"Museum Tani Jawa Indonesia, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.924472,110.371472,32032.57,,False,06:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|solo|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20Tani%20Jawa%20Indonesia.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=1500702720|https://loremflickr.com/800/600/temple,indonesia?lock=1500702727|https://loremflickr.com/800/600/temple,indonesia?lock=1500702733",5.0,12,3,3293,4.49,4.05,3.8,3.97,4.98,70.09,08803662318,False,False,
Museum Kretek,museum-kretek,budaya,Jawa Tengah,Jepara,Kecamatan Kencana,Kelurahan Lebak,"Museum Kretek, Kabupaten Jepara, Provinsi Jawa Tengah, Indonesia",-6.82655,110.83865,46242.65,,False,07:00,22:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|papan_informasi|parkir|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Museum%20kretek%20-%20panoramio.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2302097045|https://loremflickr.com/800/600/temple,indonesia?lock=2302097052|https://loremflickr.com/800/600/temple,indonesia?lock=2302097058",5.0,104,26,32849,3.93,3.93,4.48,4.09,3.6,74.57,08272566328,False,False,
Museum Batik Yogyakarta,museum-batik-yogyakarta,budaya,Jawa Tengah,Boyolali,Kecamatan Mulyasari,Kelurahan Tegal Rejo,"Museum Batik Yogyakarta, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.7959,110.37764,24106.69,42865.54,False,06:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|souvenir|tiket,"https://loremflickr.com/800/600/temple,indonesia?lock=4269801624|https://loremflickr.com/800/600/temple,indonesia?lock=4269801631|https://loremflickr.com/800/600/temple,indonesia?lock=4269801637|https://loremflickr.com/800/600/temple,indonesia?lock=4269801653",5.0,263,63,51758,4.65,3.0,4.01,2.54,3.1,67.33,08973518067,False,False,
Museum Prangko Indonesia,museum-prangko-indonesia,budaya,DKI Jakarta,Jakarta Timur,Kecamatan Sumberrejo,Kelurahan Sukamulya,"Museum Prangko Indonesia, Kota Administrasi Jakarta Timur, Provinsi DKI Jakarta, Indonesia",-6.304184,106.901773,24714.43,30303.65,False,07:00,22:00,False,mon|sat|sun|thu|tue|wed,mushola|papan_informasi|parkir|souvenir|tiket,"https://loremflickr.com/800/600/temple,indonesia?lock=1690482034|https://loremflickr.com/800/600/temple,indonesia?lock=1690482041|https://loremflickr.com/800/600/temple,indonesia?lock=1690482047|https://loremflickr.com/800/600/temple,indonesia?lock=1690482063",5.0,25,8,13836,4.39,4.45,4.34,4.25,3.16,80.86,08324205649,False,False,
Bentara Budaya Jakarta,bentara-budaya-jakarta,budaya,DKI Jakarta,Jakarta Selatan,Kecamatan Cibiru,Kelurahan Rancabango,"Bentara Budaya Jakarta, Kota Administrasi Jakarta Selatan, Provinsi DKI Jakarta, Indonesia",-6.2102,106.7954,28186.13,50346.36,False,06:00,17:00,False,fri|mon|sat|thu|tue|wed,mushola|pasangan|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Bentara%20Budaya%20di%20Palmerah%20Jakarta.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=585097093|https://loremflickr.com/800/600/temple,indonesia?lock=585097100|https://loremflickr.com/800/600/temple,indonesia?lock=585097106",5.0,423,75,311088,4.21,4.8,4.57,2.76,4.94,59.31,08884351713,False,False,
Museum Nasional Ketransmigrasian,museum-nasional-ketransmigrasian,budaya,Lampung,Pringsewu,Kecamatan Cikole,Kelurahan Mulya Sari,"Museum Nasional Ketransmigrasian, Kabupaten Pringsewu, Provinsi Lampung, Indonesia",-5.377629,105.104916,0,,True,06:00,19:00,False,fri|mon|sat|sun|tue|wed,parkir|solo|souvenir|tiket,"https://loremflickr.com/800/600/temple,indonesia?lock=1723331851|https://loremflickr.com/800/600/temple,indonesia?lock=1723331858|https://loremflickr.com/800/600/temple,indonesia?lock=1723331864|https://loremflickr.com/800/600/temple,indonesia?lock=1723331880",5.0,140,27,50817,3.58,3.46,3.67,4.44,3.77,71.58,08648231742,False,False,
Rahmat International Wildlife Museum & Gallery,rahmat-international-wildlife-museum-&-gallery,budaya,Sumatera Utara,Kota Medan,Kecamatan Pangalengan,Kampung Pasar Baru,"Rahmat International Wildlife Museum & Gallery, Kota Medan, Provinsi Sumatera Utara, Indonesia",3.579258,98.667732,24342.96,,False,07:00,17:00,False,fri|mon|sat|sun|thu|tue|wed,parkir|souvenir|tiket,"https://commons.wikimedia.org/wiki/Special:FilePath/Primate%20Taxidermy%2C%20Rahmat%20International%20Wildlife%20Museum%20and%20Gallery.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2139376764|https://loremflickr.com/800/600/temple,indonesia?lock=2139376771|https://loremflickr.com/800/600/temple,indonesia?lock=2139376777",5.0,4,1,951,3.34,4.49,3.77,2.89,2.74,75.75,08656876634,False,False,
Museum dan Pabrik Gula Gondang Winangoen,museum-dan-pabrik-gula-gondang-winangoen,budaya,Jawa Tengah,Boyolali,Kecamatan Mulyasari,Kelurahan Tegal Rejo,"Museum dan Pabrik Gula Gondang Winangoen, Kabupaten Boyolali, Provinsi Jawa Tengah, Indonesia",-7.722056,110.560806,12609.09,21038.62,False,07:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|parkir|souvenir|tiket|wc,"https://loremflickr.com/800/600/temple,indonesia?lock=1418575371|https://loremflickr.com/800/600/temple,indonesia?lock=1418575378|https://loremflickr.com/800/600/temple,indonesia?lock=1418575384|https://loremflickr.com/800/600/temple,indonesia?lock=1418575400",5.0,118,35,39430,4.87,4.08,3.62,3.64,2.6,69.52,08348967629,False,False,
Museum Kebangkitan Nasional,museum-kebangkitan-nasional,budaya,DKI Jakarta,Jakarta Pusat,Kecamatan Pondok,Kampung Sukamaju,"Museum Kebangkitan Nasional, Kota Administrasi Jakarta Pusat, Provinsi DKI Jakarta, Indonesia",-6.178726,106.837968,12568.27,,False,06:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|parkir|tiket,"https://commons.wikimedia.org/wiki/Special:FilePath/Old%20Dutch%20building%20-%20panoramio.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2533638301|https://loremflickr.com/800/600/temple,indonesia?lock=2533638308|https://loremflickr.com/800/600/temple,indonesia?lock=2533638314",5.0,4,1,1101,3.73,3.63,4.64,3.85,3.93,78.11,08906015294,False,False,
Museum Zoologi Bogor,museum-zoologi-bogor,budaya,Jawa Barat,Bogor,Kecamatan Tamansari,Kampung Cibodas,"Museum Zoologi Bogor, Kabupaten Bogor, Provinsi Jawa Barat, Indonesia",-6.60365,106.79701,19998.22,,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|papan_informasi|pasangan|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/COLLECTIE%20TROPENMUSEUM%20Het%20Zo%C3%B7logisch%20Museum%20en%20laboratorium%20van%20%27s%20Lands%20Plantentuin%20te%20Buitenzorg%20West-Java%20TMnr%2010010799.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2864909325|https://loremflickr.com/800/600/temple,indonesia?lock=2864909332|https://loremflickr.com/800/600/temple,indonesia?lock=2864909338",5.0,117,24,22324,3.93,3.27,4.59,4.42,3.65,73.49,08794756768,False,False,
Museum Nasional Jogja,museum-nasional-jogja,budaya,Jawa Tengah,Kota Magelang,Kecamatan Tegal,Kampung Tegal Rejo,"Museum Nasional Jogja, Kota Magelang, Provinsi Jawa Tengah, Indonesia",-7.800156,110.353433,0,,True,08:00,18:00,False,fri|mon|sun|thu|tue|wed,papan_informasi|parkir|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/ARTJOG%20di%20Jogja%20National%20Museum.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=2306455534|https://loremflickr.com/800/600/temple,indonesia?lock=2306455541|https://loremflickr.com/800/600/temple,indonesia?lock=2306455547",5.0,4,1,3576,3.47,3.71,3.54,2.77,4.59,59.9,08191559795,False,False,
Museum Basoeki Abdullah,museum-basoeki-abdullah,budaya,DKI Jakarta,Jakarta Selatan,Kecamatan Mulyasari,Desa Cijeruk,"Museum Basoeki Abdullah, Kota Administrasi Jakarta Selatan, Provinsi DKI Jakarta, Indonesia",-6.289754,106.793275,26378.41,,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,mushola|papan_informasi|solo|souvenir,"https://loremflickr.com/800/600/temple,indonesia?lock=3183390378|https://loremflickr.com/800/600/temple,indonesia?lock=3183390385|https://loremflickr.com/800/600/temple,indonesia?lock=3183390391|https://loremflickr.com/800/600/temple,indonesia?lock=3183390407",5.0,165,28,69586,4.51,3.5,3.92,2.9,4.11,68.46,08714257143,False,False,
Museum Trisakti,museum-trisakti,budaya,DKI Jakarta,Jakarta Utara,Kecamatan Lebak,Desa Cibodas,"Museum Trisakti, Kota Administrasi Jakarta Utara, Provinsi DKI Jakarta, Indonesia",-6.168471,106.78909,31886.28,50294.32,False,08:00,18:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|souvenir|tiket|wc,"https://loremflickr.com/800/600/temple,indonesia?lock=309575099|https://loremflickr.com/800/600/temple,indonesia?lock=309575106|https://loremflickr.com/800/600/temple,indonesia?lock=309575112|https://loremflickr.com/800/600/temple,indonesia?lock=309575128",5.0,318,56,176508,3.59,3.92,4.33,4.49,4.41,62.79,08216776103,False,False,
Museum Benteng Heritage,museum-benteng-heritage,budaya,Banten,Kota Tangerang Selatan,Kecamatan Sindang,Desa Margasari,"Museum Benteng Heritage, Kota Tangerang Selatan, Provinsi Banten, Indonesia",-6.178687,106.629668,16286.65,,False,07:00,19:00,False,fri|mon|sat|sun|thu|tue|wed,papan_informasi|parkir|souvenir|tiket|wc,"https://commons.wikimedia.org/wiki/Special:FilePath/Balkon%20Lantai%20Dua%20Sisi%20Kiri%20Benteng%20Heritage.jpg?width=800|https://loremflickr.com/800/600/temple,indonesia?lock=3308489678|https://loremflickr.com/800/600/temple,indonesia?lock=3308489685|https://loremflickr.com/800/600/temple,indonesia?lock=3308489691",5.0,41,11,8710,3.16,3.11,4.02,4.01,3.91,67.33,08445177474,False,False,
